;Tabela 1: Liczba hospitalizacji i liczba punktów za hospitalizacje wg rozpoznań i sekcji produktów
;Rozdział ICD10;Województwo;Poziom szpitala w ramach ryczałtu PSZ;Sekcja JGP;Czerwiec 2021;;Maj 2021;;Czerwiec 2020;;Czerwiec 2021 / Maj 2021;;Czerwiec 2021 / Czerwiec 2020
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL III STOPNIA;P Choroby dzieci - leczenie zachowawcze;26;85745.4768;21;76123.8;18;55878;0.238095;0.126395;0.444444;0.534512
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL III STOPNIA;Q Choroby naczyń;< 5;8680;< 5;14830.4;< 5;24537; ;-0.414716; ;-0.646249
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL III STOPNIA;S Choroby układu krwiotwórczego, zatrucia i choroby zakaźne;;;< 5;12668;;; ;;;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL OGÓLNOPOLSKI;A Choroby układu nerwowego;< 5;5313;< 5;17926.32;6;90265.6; ;-0.70362; ;-0.94114
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL OGÓLNOPOLSKI;C Choroby twarzy, jamy ustnej, gardła, krtani, nosa i uszu;;;;;< 5;8801;;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL OGÓLNOPOLSKI;D Choroby układu oddechowego;14;152310.0888;9;102280.3596;14;142532.89;0.555556;0.489143;0;0.068596
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL OGÓLNOPOLSKI;E Choroby układu krążenia;< 5;2660.9;;;< 5;8489.8; ;; ;-0.686577
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL OGÓLNOPOLSKI;F Choroby przewodu pokarmowego;33;366004.795;40;453939.238;25;266751;-0.175;-0.193714;0.32;0.372084
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL OGÓLNOPOLSKI;G Choroby wątroby, dróg żółciowych, trzustki i śledziony;;;< 5;2716;< 5;2479; ;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL OGÓLNOPOLSKI;H Choroby układu mięśniowo-szkieletowego;< 5;18393;< 5;2635;< 5;8503; ;5.980266; ;1.163119
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL OGÓLNOPOLSKI;J Choroby piersi, skóry i oparzenia;8;45495;5;32254;< 5;9192;0.6;0.410523; ;3.949413
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL OGÓLNOPOLSKI;K Choroby układu dokrewnego;1051;3316090.78104;927;2849760.633432;726;2392908.0373;0.133765;0.163638;0.447658;0.3858
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL OGÓLNOPOLSKI;L Choroby układu moczowo-płciowego;6;22492.5124;5;31066;< 5;9069;0.2;-0.275977; ;1.480154
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL OGÓLNOPOLSKI;M Choroby żeńskiego układu rozrodczego;14;12404;11;13758;5;6200;0.272727;-0.098415;1.8;1.000645
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL OGÓLNOPOLSKI;P Choroby dzieci - leczenie zachowawcze;384;1358753.3284;309;1076369.9148;296;1338137.8;0.242718;0.262348;0.297297;0.015406
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL OGÓLNOPOLSKI;PZ Choroby dzieci - leczenie zabiegowe;14;56996.919;11;47479.551084;5;52121.4;0.272727;0.200452;1.8;0.093542
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL OGÓLNOPOLSKI;Q Choroby naczyń;< 5;14973.11;< 5;5882.8;< 5;16683.4; ;1.545235; ;-0.102514
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL ONKOLOGICZNY;K Choroby układu dokrewnego;14;59429;7;29297;9;40390;1;1.028501;0.555556;0.471379
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL PEDIATRYCZNY;D Choroby układu oddechowego;105;757874.88;121;858337.56;95;678048;-0.132231;-0.117043;0.105263;0.11773
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL PEDIATRYCZNY;K Choroby układu dokrewnego;20;24309.72;33;30825.36;34;25006;-0.393939;-0.211373;-0.411765;-0.027845
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL PEDIATRYCZNY;P Choroby dzieci - leczenie zachowawcze;69;235042.56;56;192248.64;28;87779;0.232143;0.222597;1.464286;1.677663
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL PULMONOLOGICZNY;D Choroby układu oddechowego;;;;;< 5;14185;;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL PULMONOLOGICZNY;K Choroby układu dokrewnego;< 5;5317;< 5;6473.52;< 5;9628; ;-0.178654; ;-0.447757
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;SZPITAL PULMONOLOGICZNY;L Choroby układu moczowo-płciowego;< 5;4657;;;< 5;22337; ;; ;-0.791512
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL I STOPNIA;A Choroby układu nerwowego;< 5;1324.98;;;;; ;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL I STOPNIA;F Choroby przewodu pokarmowego;17;127981.44;13;121798.2;< 5;25434.82;0.307692;0.050766; ;4.031742
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL I STOPNIA;G Choroby wątroby, dróg żółciowych, trzustki i śledziony;< 5;5902.74;< 5;2770.32;;; ;1.130707; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL I STOPNIA;H Choroby układu mięśniowo-szkieletowego;7;38332.86;6;86644.4712;7;38890.74;0.166667;-0.557584;0;-0.014345
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL I STOPNIA;J Choroby piersi, skóry i oparzenia;14;101712.936;7;51856.8;17;117729.412;1;0.961419;-0.176471;-0.136045
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL I STOPNIA;K Choroby układu dokrewnego;147;496032.1732;113;368118.7708;122;407920.7024;0.300885;0.347479;0.204918;0.216001
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL I STOPNIA;L Choroby układu moczowo-płciowego;14;62568.9;6;27414.92;24;107783.49;1.333333;1.282294;-0.416667;-0.419495
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL I STOPNIA;M Choroby żeńskiego układu rozrodczego;10;17161.5;21;36438.1434;< 5;1824.13;-0.52381;-0.529024; ;8.408047
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL I STOPNIA;P Choroby dzieci - leczenie zachowawcze;17;40599.09;17;38967.2316;10;21836.71;0;0.041878;0.7;0.859213
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL II STOPNIA;H Choroby układu mięśniowo-szkieletowego;;;< 5;14194.54;;; ;;;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL II STOPNIA;J Choroby piersi, skóry i oparzenia;< 5;5604.288;;;;; ;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL II STOPNIA;K Choroby układu dokrewnego;8;29694;17;49485.96;21;74923.08;-0.529412;-0.399951;-0.619048;-0.603674
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL II STOPNIA;L Choroby układu moczowo-płciowego;5;21877.61;< 5;18239.59;< 5;15664.14; ;0.199457; ;0.396668
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL II STOPNIA;M Choroby żeńskiego układu rozrodczego;;;;;< 5;903.72;;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL II STOPNIA;P Choroby dzieci - leczenie zachowawcze;7;20418.6852;6;18045.1044;< 5;3497.58;0.166667;0.131536; ;4.837947
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL OGÓLNOPOLSKI;A Choroby układu nerwowego;6;9741;;;9;15939;;;-0.333333;-0.388858
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL OGÓLNOPOLSKI;D Choroby układu oddechowego;< 5;28453.68;;;< 5;4252; ;; ;5.691834
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL OGÓLNOPOLSKI;F Choroby przewodu pokarmowego;6;64057;< 5;11723;7;55282; ;4.464216;-0.142857;0.158732
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL OGÓLNOPOLSKI;J Choroby piersi, skóry i oparzenia;< 5;9248;< 5;5998;< 5;13502; ;0.541847; ;-0.315064
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL OGÓLNOPOLSKI;K Choroby układu dokrewnego;83;245800.4;15;33439.4;66;204605.61;4.533333;6.350622;0.257576;0.201338
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL OGÓLNOPOLSKI;L Choroby układu moczowo-płciowego;< 5;12089;< 5;9686;< 5;8259; ;0.24809; ;0.463737
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL OGÓLNOPOLSKI;P Choroby dzieci - leczenie zachowawcze;25;87704.64;18;61812.72;15;51043;0.388889;0.418877;0.666667;0.71825
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL OGÓLNOPOLSKI;Q Choroby naczyń;< 5;13868;;;;; ;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;SZPITAL PULMONOLOGICZNY;K Choroby układu dokrewnego;27;82529;;;21;64436;;;0.285714;0.28079
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;POZA PSZ;L Choroby układu moczowo-płciowego;< 5;3602;;;< 5;3602; ;; ;0
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL I STOPNIA;A Choroby układu nerwowego;< 5;1806.42;;;;; ;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL I STOPNIA;D Choroby układu oddechowego;< 5;7829.52;;;;; ;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL I STOPNIA;F Choroby przewodu pokarmowego;;;< 5;5442;< 5;10884; ;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL I STOPNIA;H Choroby układu mięśniowo-szkieletowego;< 5;7926.42;< 5;10013.34;< 5;16105.3684; ;-0.208414; ;-0.50784
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL I STOPNIA;J Choroby piersi, skóry i oparzenia;8;93087.84;9;86913.792;14;179451.544;-0.111111;0.071036;-0.428571;-0.481265
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL I STOPNIA;K Choroby układu dokrewnego;130;544359.54;104;382766.3432;140;564656.652;0.25;0.422172;-0.071429;-0.035946
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL I STOPNIA;L Choroby układu moczowo-płciowego;11;50256.42;< 5;18873.06;17;80862.21; ;1.662865;-0.352941;-0.378493
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL I STOPNIA;M Choroby żeńskiego układu rozrodczego;< 5;903.72;;;;; ;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL I STOPNIA;P Choroby dzieci - leczenie zachowawcze;72;224944.9348;29;90182.966;27;80914.81;1.482759;1.494317;1.666667;1.780022
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL II STOPNIA;A Choroby układu nerwowego;< 5;8946.58;< 5;3579.44;< 5;44868.78; ;1.499436; ;-0.800606
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL II STOPNIA;B Choroby narządu wzroku;< 5;731.24;< 5;1462.48;;; ;-0.5; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL II STOPNIA;D Choroby układu oddechowego;< 5;11504.16;;;;; ;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL II STOPNIA;F Choroby przewodu pokarmowego;;;;;< 5;1934.94;;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL II STOPNIA;G Choroby wątroby, dróg żółciowych, trzustki i śledziony;< 5;1252.4;;;;; ;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL II STOPNIA;H Choroby układu mięśniowo-szkieletowego;10;170867.5681;< 5;23220.91;5;26956.56; ;6.358349;1;5.338627
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL II STOPNIA;J Choroby piersi, skóry i oparzenia;9;69911.392;13;90015.24;8;57454.56;-0.307692;-0.223338;0.125;0.216812
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL II STOPNIA;K Choroby układu dokrewnego;141;461086.775;94;332490.8265;134;389048.7;0.5;0.386765;0.052239;0.185165
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL II STOPNIA;L Choroby układu moczowo-płciowego;19;88723.91;6;28221.42;25;115969.92;2.166667;2.14385;-0.24;-0.23494
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL II STOPNIA;P Choroby dzieci - leczenie zachowawcze;33;100728.7056;22;69025.4352;27;80246.58;0.5;0.459298;0.222222;0.25524
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL III STOPNIA;D Choroby układu oddechowego;< 5;29758.6224;5;61815.8896;7;68211; ;-0.518593; ;-0.563727
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL III STOPNIA;E Choroby układu krążenia;;;;;< 5;2419;;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL III STOPNIA;H Choroby układu mięśniowo-szkieletowego;5;36582;< 5;21969.7;< 5;9352; ;0.665111; ;2.911677
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL III STOPNIA;J Choroby piersi, skóry i oparzenia;< 5;9248;8;40484.64;7;52446; ;-0.771568; ;-0.823666
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL III STOPNIA;K Choroby układu dokrewnego;145;357364.562;133;339880.86368;173;462530.08;0.090226;0.051441;-0.16185;-0.22737
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL III STOPNIA;L Choroby układu moczowo-płciowego;< 5;8631;< 5;19427;7;35191; ;-0.555721; ;-0.754738
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL III STOPNIA;P Choroby dzieci - leczenie zachowawcze;92;327878.6688;93;326411.208;76;255183;-0.010753;0.004496;0.210526;0.284877
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL III STOPNIA;PZ Choroby dzieci - leczenie zabiegowe;;;;;< 5;4880;;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL III STOPNIA;Q Choroby naczyń;;;;;< 5;6934;;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL OGÓLNOPOLSKI;E Choroby układu krążenia;;;< 5;2660.9;;; ;;;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL OGÓLNOPOLSKI;F Choroby przewodu pokarmowego;< 5;1299;< 5;650;< 5;1195; ;0.998462; ;0.087029
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL OGÓLNOPOLSKI;H Choroby układu mięśniowo-szkieletowego;;;;;< 5;2010;;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL OGÓLNOPOLSKI;J Choroby piersi, skóry i oparzenia;< 5;6962;< 5;10918;;; ;-0.362337; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL OGÓLNOPOLSKI;K Choroby układu dokrewnego;6;13733;< 5;10476;7;15754; ;0.310901;-0.142857;-0.128285
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL OGÓLNOPOLSKI;L Choroby układu moczowo-płciowego;< 5;2329;< 5;5931;;; ;-0.607317; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL ONKOLOGICZNY;A Choroby układu nerwowego;;;< 5;1771;;; ;;;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL ONKOLOGICZNY;J Choroby piersi, skóry i oparzenia;< 5;20938;5;35144;;; ;-0.404223; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL ONKOLOGICZNY;K Choroby układu dokrewnego;11;24734;12;35939;11;26272;-0.083333;-0.311778;0;-0.058541
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL ONKOLOGICZNY;L Choroby układu moczowo-płciowego;< 5;8259;< 5;4657;;; ;0.773459; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL ONKOLOGICZNY;P Choroby dzieci - leczenie zachowawcze;15;40731.5628;8;23422.7484;5;14790;0.875;0.738975;2;1.753993
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL PULMONOLOGICZNY;D Choroby układu oddechowego;< 5;2835;;;;; ;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL PULMONOLOGICZNY;F Choroby przewodu pokarmowego;;;;;< 5;1272.96;;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL PULMONOLOGICZNY;H Choroby układu mięśniowo-szkieletowego;;;< 5;7472.99;;; ;;;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL PULMONOLOGICZNY;J Choroby piersi, skóry i oparzenia;< 5;5604.288;;;< 5;11792.016; ;; ;-0.524739
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL PULMONOLOGICZNY;K Choroby układu dokrewnego;29;71527.2;24;61417.39;23;59276.04;0.208333;0.164608;0.26087;0.20668
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;SZPITAL PULMONOLOGICZNY;L Choroby układu moczowo-płciowego;;;< 5;10080.66;< 5;9894; ;; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podlaskie;SZPITAL I STOPNIA;A Choroby układu nerwowego;< 5;903.72;< 5;903.72;;; ;0; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podlaskie;SZPITAL I STOPNIA;F Choroby przewodu pokarmowego;15;179361.9;25;279119.94;12;144896.28;-0.4;-0.357402;0.25;0.237864
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podlaskie;SZPITAL I STOPNIA;G Choroby wątroby, dróg żółciowych, trzustki i śledziony;< 5;2770.32;< 5;2770.32;;; ;0; ;
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podlaskie;SZPITAL I STOPNIA;H Choroby układu mięśniowo-szkieletowego;< 5;8116.14;< 5;16563.78;< 5;14475.62; ;-0.510007; ;-0.439323
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podlaskie;SZPITAL I STOPNIA;J Choroby piersi, skóry i oparzenia;5;28298.88;< 5;30159.36;6;63129.936; ;-0.061688;-0.166667;-0.551736
;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podlaskie;SZPITAL I STOPNIA;K Choroby układu dokrewnego;77;289749.92;61;247693.44;100;393356.1202;0.262295;0.169792;-0.23;-0.26339
